date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:11:27	27035/27035	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2010:41:28%20GMT	https://website16.odoo.com/appointment	C:/My%20Web%20Sites/sirisha/website16.odoo.com/appointment.html	(from https://website16.odoo.com/)
16:11:28	27953/27953	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:28%20GMT	https://website16.odoo.com/technologies	C:/My%20Web%20Sites/sirisha/website16.odoo.com/technologies	(from https://website16.odoo.com/)
16:11:28	27963/27963	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:29%20GMT	https://website16.odoo.com/website/social/facebook	C:/My%20Web%20Sites/sirisha/website16.odoo.com/website/social/facebook	(from https://website16.odoo.com/)
16:11:28	27961/27961	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:29%20GMT	https://website16.odoo.com/website/social/twitter	C:/My%20Web%20Sites/sirisha/website16.odoo.com/website/social/twitter	(from https://website16.odoo.com/)
16:11:28	27963/27963	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:29%20GMT	https://website16.odoo.com/website/social/linkedin	C:/My%20Web%20Sites/sirisha/website16.odoo.com/website/social/linkedin	(from https://website16.odoo.com/)
16:11:29	27959/27959	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:30%20GMT	https://website16.odoo.com/website/social/github	C:/My%20Web%20Sites/sirisha/website16.odoo.com/website/social/github	(from https://website16.odoo.com/)
16:11:29	27961/27961	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:30%20GMT	https://website16.odoo.com/website/social/youtube	C:/My%20Web%20Sites/sirisha/website16.odoo.com/website/social/youtube	(from https://website16.odoo.com/)
16:11:30	27965/27965	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:30%20GMT	https://website16.odoo.com/website/social/instagram	C:/My%20Web%20Sites/sirisha/website16.odoo.com/website/social/instagram	(from https://website16.odoo.com/)
16:11:30	27971/27971	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:31%20GMT	https://website16.odoo.com/website/social/tiktok	C:/My%20Web%20Sites/sirisha/website16.odoo.com/website/social/tiktok	(from https://website16.odoo.com/)
16:11:30	28023/28023	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:31%20GMT	https://website16.odoo.com/%22/web/image/website.s_carousel_default_image_1%22	C:/My%20Web%20Sites/sirisha/website16.odoo.com/_/web/image/website.s_carousel_default_image_1_	(from https://website16.odoo.com/)
16:11:31	28023/28023	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:32%20GMT	https://website16.odoo.com/%22/web/image/website.s_carousel_default_image_2%22	C:/My%20Web%20Sites/sirisha/website16.odoo.com/_/web/image/website.s_carousel_default_image_2_	(from https://website16.odoo.com/)
16:11:31	28023/28023	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:32%20GMT	https://website16.odoo.com/%22/web/image/website.s_carousel_default_image_3%22	C:/My%20Web%20Sites/sirisha/website16.odoo.com/_/web/image/website.s_carousel_default_image_3_	(from https://website16.odoo.com/)
16:11:31	28019/28019	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2001%20Jul%202024%2010:41:32%20GMT	https://website16.odoo.com/'/web/image/website.s_parallax_default_image'	C:/My%20Web%20Sites/sirisha/website16.odoo.com/'/web/image/website.s_parallax_default_image'	(from https://website16.odoo.com/)
16:11:32	3538/3538	---M--	200	added ('OK')	image/svg+xml	etag:%226605497c-dd2%22	https://website16.odoo.com/website/static/src/img/website_logo.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/website/static/src/img/website_logo.svg	(from https://website16.odoo.com/)
16:11:32	627/627	---M--	200	added ('OK')	image/png	etag:%226605497b-273%22	https://website16.odoo.com/web/static/img/odoo_logo_tiny.png	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/odoo_logo_tiny.png	(from https://website16.odoo.com/)
16:11:33	135/135	---M--	200	added ('OK')	image/png	etag:%226605497b-87%22	https://website16.odoo.com/web/static/img/transparent.png	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/transparent.png	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:33	2874/2874	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-b3a%22	https://website16.odoo.com/web/static/img/empty_folder.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/empty_folder.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:34	99379/99379	---M--	200	added ('OK')	image/jpeg	etag:%221711622573-99379-807542576-0x0-crop=False-quality=0%22	https://website16.odoo.com/web/image/website.s_picture_default_image	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/image/website.s_picture_default_image.jpg	(from https://website16.odoo.com/)
16:11:35	6112/6112	---M--	200	added ('OK')	font/woff2	etag:%226605497b-17e0%22	https://website16.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff2	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff2	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:35	98024/98024	---M--	200	added ('OK')	font/woff	etag:%226605497b-17ee8%22	https://website16.odoo.com/web/static/src/libs/fontawesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/src/libs/fontawesome/fonts/fontawesome-webfont3e6e.woff	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:35	7364/7364	---M--	200	added ('OK')	font/woff	etag:%226605497b-1cc4%22	https://website16.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:35	613/613	---M--	200	added ('OK')	image/png	etag:%226605497b-265%22	https://website16.odoo.com/web/static/lib/select2/select2.png	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/lib/select2/select2.png	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:36	1849/1849	---M--	200	added ('OK')	image/gif	etag:%226605497b-739%22	https://website16.odoo.com/web/static/lib/select2/select2-spinner.gif	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/lib/select2/select2-spinner.gif	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:36	845/845	---M--	200	added ('OK')	image/png	etag:%226605497b-34d%22	https://website16.odoo.com/web/static/lib/select2/select2x2.png	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/lib/select2/select2x2.png	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:36	1220/1220	---M--	200	added ('OK')	font/woff	etag:%226605497b-4c4%22	https://website16.odoo.com/web/static/fonts/tiktok_only.woff	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/fonts/tiktok_only.woff	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:37	3344/3344	---M--	200	added ('OK')	font/woff	etag:%226605497b-d10%22	https://website16.odoo.com/web/static/fonts/twitter_x_only.woff	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/fonts/twitter_x_only.woff	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:37	1505/1505	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-5e1%22	https://website16.odoo.com/web/static/img/mimetypes/unknown.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/unknown.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:38	1374/1374	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-55e%22	https://website16.odoo.com/web/static/img/mimetypes/image.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/image.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:38	1473/1473	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-5c1%22	https://website16.odoo.com/web/static/img/mimetypes/audio.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/audio.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:38	691/691	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-2b3%22	https://website16.odoo.com/web/static/img/mimetypes/text.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/text.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:38	2851/2851	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-b23%22	https://website16.odoo.com/web/static/img/mimetypes/binary.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/binary.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:39	1063/1063	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-427%22	https://website16.odoo.com/web/static/img/mimetypes/video.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/video.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:39	2067/2067	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-813%22	https://website16.odoo.com/web/static/img/mimetypes/archive.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/archive.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:39	2113/2113	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-841%22	https://website16.odoo.com/web/static/img/mimetypes/pdf.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/pdf.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:39	1498/1498	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-5da%22	https://website16.odoo.com/web/static/img/mimetypes/document.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/document.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:40	2555/2555	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-9fb%22	https://website16.odoo.com/web/static/img/mimetypes/web_code.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/web_code.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:40	3457/3457	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-d81%22	https://website16.odoo.com/web/static/img/mimetypes/web_style.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/web_style.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:40	2015/2015	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-7df%22	https://website16.odoo.com/web/static/img/mimetypes/disk.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/disk.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:40	673/673	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-2a1%22	https://website16.odoo.com/web/static/img/mimetypes/spreadsheet.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/spreadsheet.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:40	2275/2275	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-8e3%22	https://website16.odoo.com/web/static/img/mimetypes/certificate.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/certificate.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:41	877/877	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-36d%22	https://website16.odoo.com/web/static/img/mimetypes/presentation.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/presentation.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:41	881/881	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-371%22	https://website16.odoo.com/web/static/img/mimetypes/font.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/font.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:41	1465/1465	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-5b9%22	https://website16.odoo.com/web/static/img/mimetypes/print.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/print.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:42	2549/2549	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-9f5%22	https://website16.odoo.com/web/static/img/mimetypes/script.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/script.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:42	984/984	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-3d8%22	https://website16.odoo.com/web/static/img/mimetypes/javascript.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/javascript.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:42	733/733	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-2dd%22	https://website16.odoo.com/web/static/img/mimetypes/calendar.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/calendar.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:42	1501/1501	---M--	200	added ('OK')	image/svg+xml	etag:%226605497b-5dd%22	https://website16.odoo.com/web/static/img/mimetypes/vector.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/mimetypes/vector.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:42	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%226605497b-146%22	https://website16.odoo.com/web/static/img/openhand.cur	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web/static/img/openhand.cur	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:43	853/853	---M--	200	added ('OK')	image/svg+xml	etag:%226605497c-355%22	https://website16.odoo.com/web_editor/static/src/img/curved_arrow.svg	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/static/src/img/curved_arrow.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:43	2705/2705	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:44%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/01.svg?c1=%2330cbb2	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/015fb9.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:43	3611/3611	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:44%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/02.svg?c1=%2330cbb2	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/025fb9.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:43	5505/5505	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:44%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/03.svg?c5=%23192028	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/03f1f8.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:44	6106/6106	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:44%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/03_001.svg?c5=%23192028	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/03_001f1f8.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:44	2262/2262	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:45%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/04.svg?c1=%2330cbb2	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/045fb9.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:44	3863/3863	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:45%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/04_001.svg?c1=%2330cbb2	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/04_0015fb9.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:44	2889/2889	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:45%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/05.svg?c1=%2330cbb2	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/055fb9.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:45	4616/4616	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:45%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/05_001.svg?c1=%2330cbb2	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/05_0015fb9.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:45	28556/28556	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:46%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/07.svg?c2=%233c4e5e	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/072aaa.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:45	2299/2299	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:46%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/08.svg?c1=%2330cbb2	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/085fb9.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:45	31760/31760	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:46%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/06.svg?c2=%233c4e5e	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/062aaa.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:46	2378/2378	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:46%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/09.svg?c1=%2330cbb2	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/095fb9.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:46	2707/2707	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:47%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/10.svg?c5=%23192028	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/10f1f8.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:46	4386/4386	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:47%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/11.svg?c5=%23192028	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/11f1f8.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:46	1217/1217	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:47%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/12.svg?c1=%2330cbb2&c3=%23f4f5f6	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/1255e2.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:46	1670/1670	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:47%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/12_001.svg?c1=%2330cbb2&c3=%23f4f5f6	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/12_00155e2.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:47	3195/3195	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:47%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/13.svg?c1=%2330cbb2&c4=%23ffffff	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/13217f.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:47	4593/4593	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:48%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/13_001.svg?c1=%2330cbb2&c4=%23ffffff	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/13_001217f.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:47	4501/4501	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:48%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Airy/14.svg?c1=%2330cbb2&c4=%23ffffff	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Airy/14217f.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:47	171/171	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:48%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Blobs/01.svg?c2=%233c4e5e	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Blobs/012aaa.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:48	897/897	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:48%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Blobs/01_001.svg?c2=%233c4e5e	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Blobs/01_0012aaa.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
16:11:48	449/449	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202024%2010:41:49%20GMT	https://website16.odoo.com/web_editor/shape/web_editor/Blobs/02.svg?c1=%2330cbb2&c2=%233c4e5e	C:/My%20Web%20Sites/sirisha/website16.odoo.com/web_editor/shape/web_editor/Blobs/0272d8.svg	(from https://website16.odoo.com/web/assets/1/f545292/web.assets_frontend.min.css)
